,docs,topics,target
1731,a joke i so glad that this whole schtick won mean trump actually loses pretend biden gon na win if you want wont affect the outcome ,1,biden
1732,really so everyone thinks biden win and everybody is voting for biden now smh if y can see the fake ness in this you shouldn vote,1,trump
1733,i voted biden and harris weeks ago ,1,biden
1734,us s voters are smart enough to understand how catastrophic will be for the us and world if they d vote for a nefarious virulent leftist creature specialized in deception and delusion like biden the truth is that the left,1,biden
1735,searching for that little piece of information or miss step from joe biden that would give you enough reason to vote trump it is n t a case of not knowing who to vote for its a case of,1,biden
1736,trump won for surw trump aims for taxes to be lowe biden aims to steal lower middle class money like they did during the obama administration ,1,trump
1737,to choose who they believed and can rely on obama is a green snake in green grass voting biden as president is like voting obama in again devil is always a smart sweet talker ,1,biden
1738,biden for president and harris for vp vote blue wave all the way,1,biden
1739,it s and still undecided just vote for trump then i was happy to vote for joe biden,1,trump
1740,who says they are pro life and then says they are voting for biden pres trump is the most pro life president we have ever had cnn hit a home run on this one ,1,trump
1741,am for biden and people i know in america have already voted for biden in troves and i am supporting from germany ,1,biden
1742,my wife and i early voted for biden checked on web site and they were counted two in the bucket in florida for,1,biden
1743,than one brain cell can see the bias and anyone with more than one brain cell can see that voting for the disgraceful lying biden will turn the us into a third world country very rapidly ,1,biden
1744,did not trump himself say at one point what do you have to lose biden harris already voted not undecided and trump is not my choice sorry my orange peel of a presi dunce ,1,biden
1745,a message of unity and cooperation and how to open the economy safeguarding the health of the american people vote joe and kamala to the whitehouse and vote blue on all parts of the government ,1,biden
1746,attacking biden even the last question what would you say in your inauguration speech to americans who did not vote for you apparently trump would still be attacking biden in his inauguration speech that is just,1,biden
1747,hillary led in but the last minute voting surge was anyone but hillary biden is ahead but the last minute voting sentiment,1,biden
1748,biden for president and harris for vp vote blue wave all the way,1,biden
1749,kamala harris is a corrupt shill you shouldn t vote for her as dog catcher trump ,1,trump
1750,fracking right now you got to transition away from it when challenged biden said ought to vote for somebody else biden has repeatedly said he will not ban fracking the policies he has released,1,unknown
1751,biden is a spineless corporatist shill and trump a narcissistic corporate shill either way corporations win and the public loses a corrupt two party duopoly that will be the downfall of anything resembling a fair,1,trump
1752,trump won i cannot believe people will vote for joe biden omfg,1,trump
1753,up questions that biden rarely got don go into this debate with the idea of who you want to win cemented in your head because they are or if you are republican and think biden policies will do it,1,biden
1754,s possible joe biden will drop out harris will be the nominee and incomes hillary as vp then if harris wins she will drop out and hillary becomes president you have been warned what president trump,1,trump
1755,you guys know that if biden wins his base is going to push him out and replace him with his vp using leaked documents right ,1,biden
1756,s possible joe biden will drop out harris will be the nominee and incomes hillary as vp then if harris wins she will drop out and hillary becomes president you have been warned what president trump,1,trump
1757,mr president you gave the country respect and upheld the highest office with such honor i will be voting for you once again through joe biden he will give the same office the respect and honor it,1,biden
1758,up questions that biden rarely got don go into this debate with the idea of who you want to win cemented in your head because they are or if you are republican and think biden policies will do it,1,biden
1759,biden did not even win the primary,1,trump
1760,up questions that biden rarely got don go into this debate with the idea of who you want to win cemented in your head because they are or if you are republican and think biden policies will do it,1,biden
1761,if anyone votes for biden after that debate they should get to the nearest hospital immediately and have their heads checked ,1,biden
1762,biden will be impeached if not convicted first day your vote is for harris he is the trojan horse marxist ninjas ,1,trump
1763,so the last guy he is wanting to vote pro life and yet he says he may vote for biden biden says the day he gets in,1,trump
1764,up questions that biden rarely got don go into this debate with the idea of who you want to win cemented in your head because they are or if you are republican and think biden policies will do it,1,biden
1765,this is time trump vote for biden before election day ,1,biden
1766,remarks were one cover up after another full of platitudes and lies he thinks creating fake stories about biden wins the independents give me a break trump clealy is a liar a fraud and a con,1,biden
1767,ok i wont even bother arguing lets just say joes corrupt then least corrupt wins biden wins in a landslide thats the way i see it,1,trump
1768,from belgium thinking knowing what we think we know bidens last message won by miles compared to trump s which was n t even close to an answer to the question ,1,biden
1769,if you do not know who to vote for at this point you are just dumb one guy is racist sexist and hates anyone that is not rich and or kissing his butt the other is joe biden ,1,biden
1770,it s like watching a boxing match and thinking that the guy your cheering is winning when he s losingand that s what dale is doing as if biden does not lie ,1,trump
1771,america won because we finally saw joe hiden biden have to answer some real questions he was still defended by,1,biden
1772,freado biden wants of your money we know dam well your not voting for that,1,biden
1773, remember how they said hillary was ahead in lol what are you going to say when trump wins again you still gon na be saying bidens ahead lmao all you really have to do is,1,biden
1774, biden makes sense please vote bidenkaamala ,1,biden
1775,i am and voting for the first time in my life biden has my vote oh and just to shove it in the republicans face i am doing it by mail ,1,trump
1776,biden wins welcome monsieur biden ,1,biden
1777,a total tool op if biden wins this dudes friends wont be shot ,1,trump
1778,bidenharris vote trump out ,1,biden
1779, vote joe biden for president america needs to be united not divided america is for everyone ,1,biden
1780,in profits for the insurance companies biden is probably the lesser of the two evils so i will vote for biden bernie would tried to make changes for the people but but he was pushed aside for,1,trump
1781,and make it look like he said something else i am not a trump fan but i will not vote for joe biden he spent billion out of our social security to pay for free phones for,1,trump
1782,happy with the majority of hands raising from undecided people voting for biden,1,biden
1783,that these are undeceided voters they seems to be the base of biden support if they do not vote for biden i think biden has a problem in his own base but that bidens real problem ,1,biden
1784, and even then he might not actually stop an attempt to create socialized medicine you not just voting for biden here but that too much thought for a cnn anchor ,1,trump
1785,what your saying is biden says what he says and then his ppl have to tell you what he really means so a vote for biden is a vote for a puppet ,1,biden
1786,jake tapper not just no evidence searched and found not to be true biden real evidence now coming to light guilty as charged vote trump,1,biden
1787,breaking news sleepy creepy joe biden has said he will vote for trump trump ,1,trump
1788,yes i agree joke biden did nothing but lie listen it s simple if you vote for biden harris your stupid,1,biden
1789,joe biden won bigly start packing donnie boy ,1,biden
1790,undecided voters yeah right i am pro life and voting for joe biden because he seems stronger as a leader i think you need new glasses and a brain young man ,1,biden
1791,shut up joe biden my president trump will win this election,1,trump
1792,for president if joe biden cheat his way into the white house which is the only way he can win within the first year the democrats will use the th amendment to push him out so this lunatic can,1,trump
1793,i support trump on open the country but in the safe way i prefer biden win tho but still open the country ,1,trump
1794,fake voter says pro life i want judge barrett to get voted in presenter asks will you vote for then fake undecided voter biden he is a strong,1,biden
1795,and this who a lot of republicans still want to vote for get biden in then we got more work to do,1,biden
1796,vote biden,1,biden
1797, this is why he will lose the swing states that depend on those industries and trump is going to win again biden is going to do what obama did and destroy manufacturing and energy again while outsourcing,1,trump
1798,ten of us in one family will vote biden,1,biden
1799,up on him and very suspicious i not american but it just too obvious since this began when trump won ove clinton between biden and trump i go for trump biden is not strong willed enough,1,trump
1800,joe biden won,1,biden
1801,i not like joe biden hiding in a basement hahahhahahahahs haha trump trump u just win last night again,1,trump
1802,trump did not answer one question vote biden and harris ,1,biden
1803,i already voted for biden a few days go this does not change my mind of trump,1,biden
1804,elect trump we all going to die vote biden and we live without fear or poverty,1,biden
1805,biden clear winnerarticulated building america back better with bi partisan engagements we all will vote for biden harris we have republican independent and majority of democrats numbers to vote for joe,1,biden
1806,i want biden to win but this is clearly rigged,1,trump
1807,biden just lost the election last night he said he kill the oil industry pa just went for trump and models show trump needed to win that swing state to win the election,1,trump
1808, same happened in oh well i ll be watching from europe and hope biden s going to win ,1,biden
1809,biden won,1,biden
1810,vote for trump joe biden is constipated he hasn t givin a shit the last years lies like a rug when he remembers he is running for office ,1,biden
1811,heads crying in their beers today trump crushed no oil biden and good luck now trying to win the oil states how these morons at cnn can not see the forrest thru the trees is amazing,1,trump
1812,it looks like if the worst possible outcome from the election delivers a win for propaganda and bull ie biden his term will be short and harris will take his place ,1,biden
1813,oh i am sorry i thought you said undecided boaters i ve never been on a boat i am voting for biden i am not crazy,1,trump
1814,face pence in to many people know the hunter emails are real now biden lost any chance of winning ohio and pennsylvania with his stand on fracking and fossil fuels trump is going to win the election,1,biden
1815,biden wants equal rights for all e g healthcare vote biden,1,biden
1816,explanation from the biden campaign what ever happened to the days of investigative journalism i would like to vote for biden but with something floating out there to that degree it seems like he can not be,1,trump
1817,just wanted to thank cnn so much for the exposure of joe biden i was so close to voting for biden but i have learned so much about operation mockingbird and how we have been a puppet on,1,biden
1818,biden won again trump did not freak out like he normally does just more lies and no plans for,1,biden
1819,why do they hate him so much and give biden a pass on everything i so glad i waited to vote we need a serious talk about what is going on with the media,1,trump
1820,god help america if trump gets back in what a complete tool he is biden won this hands down ,1,trump
1821,vote trump out if your a real american and believe in u s democracy it our only option vote biden,1,biden
1822, russia and iran want the destruction of the usa forever but no one sees it the americans are voting for biden but it will show trump winning this election because of the outside countries changing the votes to,1,trump
1823,of trump supporters are the ones that see things so differently than the rest of the world if biden wins i am wondering just how many republicans will admit just how bad trump was for america especially if,1,biden
1824,his debates against biden wins against biden but the polls show biden leading in my eyes it a vote for sympathy and desperation i hope he listens to people who genuinely want to improve the country and,1,trump
1825,biden wants to bring the country together and there are republicans willing to work with the democratic party my vote is biden ,1,biden
1826,that comes out trump mouth joe biden can walk down th ave and kill somebody and i will still vote for him,1,trump
1827,they want you to believe fracking biden said he was for it now to get the votes he says he is n t which is it you save mo on gas because of fracking,1,trump
1828,i really hate hearing biden lie hopefully he wont win this trump ,1,unknown
1829,i voted for biden last week in texas was far from perfect this is why people don listen to cnn ,1,biden
1830,you biden supporters are voting to destroy the supreme court raise taxes open the borders amnesty for millions of illegal,1,trump
1831,want to say biden is the best for america right now trump will reck america totally if trump ever win this election america will be finish totally finish trump has no brain and he has satan mentality oh god have,1,biden
1832,cant wait for biden to win yessir ,1,biden
1833,i am gon na be completely honest i am not voting but am fearful if biden wins but i just cant vote for trump cuz i ve got to beable to live w myself and,1,unknown
1834, vote trump if you live america biden is a filthy clown who will destroy this country he will,1,trump
1835,that right biden way ahead only idiots truly believe that trump will win and tears will rain,1,trump
1836,vote joe biden and kamela,1,biden
1837,i was a undecided voter but after last night am voting for biden trump is just not fit to run our country he just too angry stubborn n loves to boast with no substance,1,biden
1838,trump is the failure and the liar leadership i am so tire of his lies lock up this liar america please vote for biden harris ,1,trump
1839,summary trump was trump he has lied his entire life why stop now those are his instincts this experiment is over vote biden ,1,biden
1840,not to mention other garbage that comes with all sea going vessels including cruise ships i d still vote biden over trump ,1,biden
1841,at each other throats please open your mind and eyes to what i written here please i explore you vote with you christian or other religions is empathy love respect and helping those less fortunate than ourselves,1,biden
1842,laugh in your face biden is going to lose period trump is going to win the popular vote too democrats are voting for trump again just like the polls are wrong again just,1,biden
1843,joe biden comes across as sincere honest and caring americans make your president joe with a decisive landslide votes for biden i m a keen australian observer good luck to joe biden ,1,trump
1844,biden its goona be a cold dark winter vote me ,1,biden
1845,i want biden to win but he needs to be challenged on the fracking,1,biden
1846,it simple vote for biden,1,biden
1847,trump voters who are now turned off by him but can not behind biden i wonder how many will vote rd party or not for president at all ,1,biden
1848,i wanted to comment on the young man who said he would vote biden if acb was appointed he does not say it in this clip but if you watch on,1,biden
1849,of that fool trump just does not bear thinking about please america go out in your millions and vote biden not just for your once great nation but for the rest of us around the world,1,biden
1850,go out and vote for biden harris this november trump has failed in oh so many ways he has zero compassion for anyone else ,1,biden
1851,biden is not a great choice but we need to vote for him it is a shame we need to make such a lousy choice but we do ,1,biden
1852,so biden makes one mistake and trump tells lies i still voting for biden,1,trump
1853,biden vote early folks before the laptop hits the fan ,1,unknown
1854,american people go to vote biden for saving usa against his enemies his liars and his homeland sellers ,1,biden
1855,vote for joe biden ,1,biden
1856,biden is the best candidate to elect he shows his compassion for people and unity of the united states out of who said joe biden won the debate ,1,biden
1857,to get rid of fracking there goes jobs you may not like trump but a vote for biden harris is making u s unrecognizable this is what far left and biden harris demos want to do destroy america,1,biden
1858,to get rid of fracking there goes jobs you may not like trump but a vote for biden harris is making u s unrecognizable this is what far left and biden harris demos want to do destroy america,1,biden
1859,be ready to pay fines if biden wins for not wearing mask,1,trump
1860,obama has to make sure biden wins because if not trump will get to the bottom of all his crimes against humanity ,1,biden
1861,biden talks facts truth humanity biden care and road to recovery for america vote blue ,1,biden
1862,your lost if you vote for scumbag biden,1,trump
1863, biden would get my vote straight away ,1,biden
1864,fake news anyone who votes for biden is voting for a criminal yet you don reveal all the criminality proved about joe,1,trump
1865,who votes for a candidate like biden that say s it s going to be a dark winter negative outlook on life much ,1,biden
1866,biden won,1,biden
1867, voting should happen after the debates and rally s let both candidates go out and do their best ,1,biden
1868,not joe biden but rather joe boy let vote for the boy and stop the trumpet,1,biden
1869,the fastest way to lose votes is biden saying he s going to end the oil industry that s just stupid where do,1,biden
1870,if biden wins the election and we have to start paying a gallon for gas we know the nimrod s to blame for it ,1,trump
1871,i would not vote for trump but jake tapper has gone off the deep end here watch the original fox clip,1,biden
1872,president trump won hands down joe biden was a clown and said several lies ,1,trump
1873,flip a coin and then vote for biden i do not see that being too hard,1,biden
1874,we need to get out of the nightmare we got ourselves into time to vote the nightmare out vote for biden,1,biden
1875,and not biden god planned for donald trump to be the president of the united states im not voting for either of them ,1,trump
1876,his intentions for years biden has never been president if u agree with trump s divisiveness vote trump if u want normalcy integrity vote biden vote period ,1,biden
1877,has shown himself to be unworthy of the presidency based on his unethical behavior the only option is to vote him out vote for someone else other than trump fine don vote for biden write,1,biden
1878,they make money and what they are willing to do for it r biden is finish wtf would vote for biden i just wonder what excuse pelosi will use to dump biden,1,biden
1879, s time voter here i was thinking to not vote again i ended up doing the early voting biden ,1,biden
1880,donald trump mitch mcconnell lindsey graham must go vote them out now ,1,biden
1881,on november rd vote for joe biden vote democrat if you truly want conditions in this country to improve if,1,trump
1882,if you people really think biden won then you are logically unsound ,1,trump
1883,trump will win again biden isnt speaking clearly,1,trump
1884,made up my mind i voting for trump biden looked like a crooked politician and started slurring his words it was a good debate tho and i made up my mind i will be voting for trump,1,trump
1885,it does not concern you it s someone else s body you are convinced about biden but would prefer voting for trump if barrett would not be elected so you put in second place the importance,1,biden
1886,nothing we can say than loser trump and build back better biden and kamala years it enough being bully ect wake up american people your president just a cheating creator from switzerland,1,trump
1887,i am not undecided i already cast my vote for biden we can not go through another four years with trump running our country he has sewed,1,biden
1888,that s is folks the people of north carolina have spoken trump biden undecided north carolina electoral votes goes to joe biden for president and by proxy jamie harrison for united states senate ,1,biden
1889,if you are undecided then just think irrespective of the person or party you vote in whether you will be able to correct your mistake next time with biden there will,1,biden
1890,joe biden won that s it ,1,biden
1891,the undecided will vote for biden,1,biden
1892,states not vice president implying that he will succeed where obama failed regarding immigration biden we are voting you in because we do not have a choice you could never be as good or as effective,1,biden
1893,if you vote joe biden in my opinion you hate this country and have no idea how good you have it here ,1,biden
1894,biden we ns the debate biden wins the polls biden wins the election things are looking up for america god bless the usa ,1,biden
1895, re running scared i pray for the day you all go to jail for treason i will be voting trump kamala called joe a racist and said she believed the women that are accusing joe of,1,trump
1896,biden won poor boys are crying rn,1,biden
1897,i in a group of k undecided voters are now voting for biden they say trump acts like a kid still he downplays corona he hides his taxes he,1,trump
1898,joe biden vote for me and then find out me hahayeah ok,1,biden
1899,trumps brashness and arrogance at times is overshadowed by bidens willingness to give his power if elected to the radical leftist agenda going to bite the bullet and vote for trump this time ,1,trump
1900,biden lied about ending fossil fuels and big oil that will crush the usa vote for there policies not the candidate we are much better off with trump on policies alone no,1,trump
1901,joe biden won period it wasn t even close let s put this in the rearview now he needs to win this election ,1,biden
1902,congratulations on joe biden won the show last night,1,biden
1903,all honesty it is n t trump or biden who are telling the worst lies it s actually the people voting democrat they actually lie to themselves everyday by pretending biden is somehow a morally better choice at,1,biden
1904, years what has biden done to fix anything biden voted against the civil rights ammendment biden voted against school integration biden said he did not want his,1,trump
1905,the only person that lost votes last night was biden on his decision to admit that he planned on ending fossil fuels,1,biden
1906,biden won this trump still had no substance context or plan to any of his answers trump,1,biden
1907,nervous and for trump the less he answer the questions is his gol because he has nothing to offer i vote biden times if i could,1,biden
1908,than biden but i take what i can get this will be my first presidential election that i be voting for and first time being an election judge at years old if you undecided then i sorry,1,trump
1909,the end should of been given a follow up question if barret does not get confirmed would you then vote for trump and be will to put up with all of his bullshit for more years just so,1,biden
1910,richard spencer endorses joe biden will vote for him let that sink in ,1,biden
1911,biden i bet my life you are incorrect you re just a politician you will say anything to get a vote you will even promote sanctuary cities to get a vote you have wasted so much of the taxpayers money,1,trump
1912,the only serial liar is joe biden you all are fos i will be happy to watch you all cry like the morons you are when potus wins more years ,1,biden
1913,if the only falsehood that biden has said has been about fracking then fucking sign me up to vote for biden like jfc trump has lied about every single thing fracking is an important issue,1,biden
1914,trump has done more in months than biden has done in years biden has been all talk no action just like all typical politicians vote trump ,1,trump
1915,why i am voting for trump joe biden corruption was confirmed last night while the debate was happening from former hunter biden business associate tony bobulinski ,1,biden
1916,biden kicked trump s butt vote vote vote vote vote ,1,trump
1917,trump killed biden campaign by showing he is a liar and criminal you vote for biden you are an idiot,1,trump
1918,unlike my grandfather my cousin was a pure moderate thinking that both candidates are bad and basing her vote off mostly character and less policy she had voted for biden her boyfriend was lucky and still,1,biden
1919,happen to obummer and his crime mates he is showing signs of dementia and this is the guy people will vote for are you kidding me joe biden is in no way fit,1,biden
1920, trump is more presidential and right for me biden should be in a retirement home if i voted for biden i would be voting for kamala who i think is worthless and a free loader who,1,biden
1921,trumps lying is dangerous psychotic please loser americans this is just a horrible person vote biden harris ,1,biden
1922,do not trust any of the polls if you can vote during early voting do not wait until election day vote for biden harris stay safe and stay,1,unknown
1923,anymore first they nominate corrupt hillary then corrupt biden even though they had so many better candidates if you vote democrat i can only assume your insane keep expecting different results from the same establishment trump ,1,trump
1924,at this point biden is a mere corpse walking on life support if he wins he be admitted to a hospital after the inaugural speech and kamala will swoop over all in all,1,trump
1925,i made my mind that biden should be investigated and justified about his traitorous behaviour before he can be qualified to carry on his campaign so this time trump wins ,1,biden
1926,biden had years im voting trump hes made things better,1,trump
1927,biden wins vote biden i wasn even gonna vote at all and he convinced me ,1,biden
1928,vote biden get this guy outta there ,1,biden
1929,the means of his own demise granted my criticism of biden does not mean i have any issue voting for him he is still leagues better than trump we absolutely have to get trump out of,1,biden
1930,how can one vote for sleepy joe biden ,1,trump
1931,joe all talk and no action biden and serial liar trump won hands down even with missed opportunities to hit it out of the park ,1,trump
1932,i vote for trump biden is a liar and he is gunna take away our pipeline jobs ,1,trump
1933,biden won hands down,1,trump
1934,awesome trump needs to go no one is voting for trump i know many republicans who are voting for biden vote vote vote,1,trump
1935,i may be a repub but i am voting for biden,1,biden
1936,i am not a biden super fan but i am sure as f ck not voting for trump santorum is an absolute tool ,1,trump
1937,it s funny how everybody is going to vote for bide simply because they hate trump they actually think biden is going to keep his promises ,1,trump
1938,joe biden is the best i truly hope biden wins and legalize million undocumented immigrants i hope you and kamala harris win ,1,biden
1939,biden won,1,biden
1940,i voted trump and i will vote again for trump say no to crooked biden and yes to trump trump ,1,trump
1941,lol here s the truth over million american people will vote in this election democrats will win the senate and joe biden will do two terms as president of the united states,1,trump
1942,biden won ,1,biden
1943,i had my own mute button do not want to hear anything trump has to say biden had my vote when he said he was running for president biden ,1,biden
1944,censors who burn businesses to the ground in order to force my vote nothing but biden ads he lost my vote when he said he was running against joe biden,1,trump
1945,have they been asleep the last for years the last year jesus wake the fuck up then vote for biden and get it over with jesus wait for more ug,1,biden
1946,they actually want you to vote for joe freaking biden ,1,biden
1947,let talk about how biden lost the rust belt by saying he was getting rid of oiltrumps going to win,1,biden
1948,just switched my vote from biden to trump the media attempt to cover for him is just too much its beyond orwellian ,1,trump
1949,i read the comments n i dont see why people are saying biden lost i feel he won this by far in answering the question at this point we can only take biden s word trump,1,biden
1950,you can not make sanity out of the insane president we have vote biden,1,biden
1951,if you plan to vote for biden they probably have a short bus they can send by to pick you up and take you to a polling place ,1,trump
1952,it obvious who is going to win not even all the pedos in this country voting could get biden to win,1,trump
1953,utterly amazing the one voter who will vote for biden only if repubs get their last scj single issue voters are dangerous irresponsible and just plain stupid ,1,trump
1954,biden hasn t done anything for over years for us why would you vote for him when he had the chance to change things but never did,1,trump
1955,caught lying when he said drunk driver killed his wife and daughter police stated alcohol not involved biden voted against busing biden said he did not want his kids to grow up in racial jungle biden,1,trump
1956,normal blatant manipulation tactics but he did it with his inside voice and i was so proud still voting biden tho ,1,biden
1957,vote for biden is american suicide and destruction do you support hypocrites lies then it s psychosis if you re an american you should vote for trump ,1,biden
1958,i am not sure how biden can win when trump is running for president and biden is running for senate ,1,biden
1959,draw trump kicked bidens arse trump is already to ahead of biden in early voting count another landslide victory for trump these cnn people are delusional ,1,biden
1960,no one with any intelligence would could vote for biden having an education makes no difference the man whom has never read in his life is still more educated than the man whom has just watched tv ,1,trump
1961, all those people already decided since the last election who they always going to vote for if your republican your trump if your democrat biden is just of matter taste,1,trump
1962,i support trump but i am going to vote for joe biden,1,trump
1963,he lied on biden so many times right in his face protect and support and vote for biden i tired of this bigotry we are all gods children equally ,1,biden
1964,wow the undecided if barret gets confirmed he will vote biden if not he ll vote trump because it will be done after he gets relected interesting,1,biden
1965,i am not going to vote for joe biden who eats human babies back in bohemian grove so sorry illuminati we know the secret ,1,trump
1966,then biden as president i have a feeling that exactly what evangelicals are going to do as far as voting they can stomach trump but the pro life issue is big with them so they take the,1,biden
1967,biden got destroyed it is over trump wins by a landslide ,1,trump
1968,biden won handily ,1,biden
1969,who ever let joe biden run for president should be charged with elder abuse trump won when he said you are the reason i ran for president,1,biden
1970,vote biden get trump out,1,biden
1971,you re not voting for biden you re voting for harris wake up,1,trump
1972,biden looks so un healthy voting for him scares me ,1,biden
1973,here we go give me good benefits of voting for biden besides race or personal insults tell me what he is really going to do for you,1,biden
1974,go vote for biden regret it when you see what has changed being shut down no oil plants wearing mask ,1,biden
1975,denying it are kind of feeding the fire i am not a huge joe biden supporter but i am voting democratic this year since you guys saw fit to screw bernie i have to because he s the lesser,1,biden
1976,biden won hands down ,1,trump
1977,democrats are brainwashing you do not fall for it biden is a criminal stay free vote trump,1,biden
1978,senate who could impeach trump if reelected then they could block pence at every turn my point is if biden wins and republicans keep the senate that is even worse lol ,1,biden
1979,i guess some people will vote only for best looking guy such as biden trump is not handsome he looks like a clown,1,biden
1980,candidate that s honest and correct on all the facts we re still having to vote for the lesser of two evils right now biden is the less of two evils based on the,1,trump
1981,if biden wins i ll bet our gas prices will soar ,1,biden
1982,those people have to be plants there s no way you re pro life and then voting for joe biden if amy gets confirmed they must think we are really dumb,1,trump
1983,biden is a serious threat to our nation the future of our country do not vote for biden save america,1,biden
1984,i agree with you president obama vote vote joe biden vote like your life depends on it,1,biden
1985,i had nothing but anxiety and nightmares about my family dying under trumps watch make it stop vote biden harris ,1,biden
1986, trump or joe biden who is winning ,1,trump
1987, and who knows what else if trump gets re elected let alone your clean air and drinking water vote biden harris to keep our democracy intact ,1,unknown
1988,trump is going to win again and so he should joe biden and the democrats are a laughing stock all you talk about,1,biden
1989,term the country is so much worst then ever possibly imagined i can believe it and anyone voting for trump you scare me the most i not saying biden is much better but he,1,biden
1990,they purposefully gathered all biden supporters knowing they were going to say they were going to vote for biden smh whatever,1,biden
1991,undecided need to realize the bus is going to be missed so they need to get their shit together and vote because there is not a lot of time to waste at this point the best option is biden,1,unknown
1992,obviously it s not biden the man they intend to vote for but the d beside his name the guys a washed up incompetent crook ,1,biden
1993,they are sandwich makers then he refers to trump as oh god i think biden is going to vote for trump ,1,trump
1994,do not let trump steal your election civil rights and country vote for biden ,1,biden
1995,do not let trump steal your election civil rights and country vote for biden ,1,biden
1996,do not let trump steal your election civil rights and country vote for biden ,1,biden
1997,do not let trump steal your election civil rights and country vote for biden ,1,biden
1998, look for real information biden is a corrupt politician biden is a lier save america vote trump ,1,trump
1999,lie but this is making me emotional knowing that our country is run by a moron and people are still voting for him guys you all know better then that i sure if biden gets elected we never,1,trump
2000,how can you be undecided biden is creepy trump won by a landslide,1,trump
2001,democrat all over america need to vote not just to put biden in the white house your vote is also needed remove enough republicans from,1,biden
2002,at this point you either love your country or you do n t any vote for biden is treason as far as i am concerned and i d have no problem standing in,1,biden
2003,vote straight republican ticket look at the fruit on joe biden s tree not what they are promising warn your elderly friends and family ,1,biden
2004,this is fake seen of these types of videos this is the only one where biden was even close let alone win,1,trump
2005,vote for biden vote for ccp,1,biden
2006,with made up vicious baseless lies trump s attacking biden because he has nothing great to run on vote biden by a landslide get trump and his corrupt republican enablers and coronavirus co conspirators out ,1,biden
2007,biden definitely said he would end fracking and fossil fuel so did harris there gonna end my job i m dem but there s no way i am voting for a lying sellout like biden,1,trump
2008,if you vote for biden you will have obama included simple and useful ,1,biden
2009,con man candidate vs pathological liar plagerist candidate in biden voting green as usual i have respect for the duopoly parties in power zero ,1,biden
2010,suburban women and mother trump can take his dishwasher and walk away voting biden ,1,biden
2011,i voted early biden harris but i can not help but think that trump does have a point one,1,biden
2012,trump won hands down biden couldn t stop lying cannot keep his lies straight the democrat party is a joke ,1,biden
2013,karen voting for biden,1,biden
2014,yeup this inspired me to vote biden who needs an oil industry anyways and i do not know about you guys but,1,biden
2015,just drove past a duplex that were very different people one side said vote biden the other side said voting for biden means voting for a pedophile lol america is so fucked ,1,biden
2016,joe biden is gettin my vote he more real and thinking about every family as if they were apart of his own and trump did,1,biden
2017,vote by a lot i know biden needs the electoral to be president but i also want him to win the majority by or million i want trump to know we want him out ,1,biden
2018,biden is globalist freemesonry curropt and elite global if you vote biden you will reigned by freemesonry ,1,biden
2019,your decision should be obvious then trump is nothing biden is united states not trumps state please vote your heart ,1,biden
2020,people who understand politics and the economy should be the only ones voting anyway also is there any other option besides trump and biden can we still vote for other candidates ,1,trump
2021,biden won by far empathy and humanity,1,biden
2022,are clowns the laughing stock of the world i only wish i was an american so i could vote for biden everytime your president appears on tv the world laughs ,1,biden
2023,biden vote biden vote biden vote,1,biden
2024,biden literally had brain surgery seriously dems are fools to vote for his traitorous a ,1,biden
2025,trump won u could see biden tearing up,1,biden
2026,let talk about the biden family corruption i will not vote for biden until this is resolved in my mind,1,unknown
2027, years later when people found you voted for biden in you will be a laughing stock for eternity lol,1,biden
2028,christ almighty even if biden wins we still have to wait for two and a half months for the monster to be gone trump will really take his revenge on the country then ,1,trump
2029,still in office biden will never be president because he is corrupt too trump will win again and continue to clean the swamp ,1,trump
2030,now decide they will vote for biden but none for trump and yet magically trump will win the election in days ,1,trump
2031,i have a challenge for all people who may be voting for biden like if you democratic left leaning or undecided and may go and vote for biden,1,biden
2032,benie sanders would be the nominee but we do not so we have joe and becaue of this trump might win again howiehawkins ,1,trump
2033,put put back together again humpty dumpty wants a crown and he s willing to turn your life upside down please vote like your life depended s on it because it does how do you want to live the next,1,biden
2034,put put back together again humpty dumpty wants a crown and he s willing to turn your life upside down please vote like your life depended s on it because it does how do you want to live the next,1,biden
2035,dont vote biden,1,biden
2036,vote biden in nov get that lying a hole out ,1,biden
2037,what an idiot he will vote for biden and he is pro life does he know biden will pack the court with radical abortion supporters which will make barret s opinion worthless ,1,trump
2038,go and vote for biden ,1,biden
2039,s possible joe biden will drop out harris will be the nominee and incomes hillary as vp then if harris wins she will drop out and hillary becomes president you have been warned what president trump,1,trump
2040,out of there mouth and grow up is a child sniffer what you want for president if so vote bidumb if you want a president that is not selling out america vote trump every years the,1,biden
2041,i swear biden will vote for trump accidentally,1,trump
2042, in no way is biden perfect but he cares a hell of alot more for this country then this television,1,biden
2043,voting for biden is like accepting back a ex boyfriend in your life again knowingly that he a cheater and liar n treated you like crap ,1,biden
2044,s possible joe biden will drop out harris will be the nominee and incomes hillary as vp then if harris wins she will drop out and hillary becomes president you have been warned r r what president,1,trump
2045,what the hell you re talking about that s a reason why whole entire friends in the state of colorado voted for joe biden cuz we want to get rid of that whatever he is running the country now what,1,biden
2046,what a ass talking bout biden just do the deal man what a show its all about him and the vote now he s a dramatic school yard kid looking for attention ,1,biden
2047,s possible joe biden will drop out harris will be the nominee and incomes hillary as vp then if harris wins she will drop out and hillary becomes president you have been warned what president trump,1,trump
