,Unnamed: 0,docs,topics,target
2134,2134,i voted for this guy i regret he didn do nothing trump ,0,trump
2135,2135,no matter how you voted in trump was elected to do a job part of that job was to judges to the supreme court when there is a vacancy,0,biden
2136,2136,trump is a psychopath vote biden ,0,biden
2137,2137,haha haha you all gonna be salttyyyyy when trump wins again,0,biden
2138,2138,wow this is very telling i m voting trump for sure ,0,biden
2139,2139, vote no matter how hard others especially targeted disinformation online may try to discourage you from exercising your,0,biden
2140,2140,america needs to be roasted for even voting for trump in the first place ,0,biden
2141,2141,with every word i know btit america is still america you can trash him personally once we vote him out have at it nothing angered and motivated the people who love trump than,0,biden
2142,2142,the polls don matter in person voting will help trump which just opened plus republicans usually vote on election day,0,biden
2143,2143,how anyone voted for trump is beyond me,0,biden
2144,2144,trump must go so people need to vote massively,0,biden
2145,2145,trump win the white house win the house keep senate win the supreme court ,0,trump
2146,2146,is a master manipulator master at divid a country and not caring those that still support him and vote for e t this country will die will not be the country of freedom will not be,0,biden
2147,2147,he s operating like a true tyrant we do not need garbage like him in the white house vote him out ,0,biden
2148,2148,our country into the laughingstock of the world we have a president who cares more about keeping you from voting than keeping you alive now is the time to throw the pathological trash out of the white house,0,biden
2149,2149,i voted for o bama twice in two elections for president but i never will vote for a democrat again ,0,biden
2150,2150,guy was crankikng it on video call buzzfeed defends it as normal liberals jumping ship and voting trump as democrats go insane leftists call to abolish constitution debate rigged again changes topics trump,0,biden
2151,2151,broke out the sharpest knife in the drawer at the right time i saw him in person and voted for him in hits the nail on the head with this go,0,biden
2152,2152, stop trump from riggin our votes vote early if possible vote in person vote in your car if they offer it bring friends family,0,unknown
2153,2153,repeatedly that he was spied on by the previous president rthe campaigner who accepts help from foreign powers to win an election senate bipartisan intel report august rthe taxpayer who inflates the value of his assets for loans deflates for,0,biden
2154,2154,can wait for trump to win i will dance all night,0,unknown
2155,2155,available on line how did trump not read it your american reputation is in tatters if you vote trump back in your reputation will be in ruins and i for one will never trust america again,0,biden
2156,2156, many people have lost faith completely big money defeats anything we used to regard as sacred i voted for joe biden in wisconsin already but watch the department of justice enable corruption in voter suppression just,0,trump
2157,2157,out you only get censored news here listening here obama is pushing nothing but bullshit trump will win because the american people are waking up to the complete hypocrisy of the left open your eyes and,0,trump
2158,2158,one question did they vote for trump in no further discussion,0,trump
2159,2159,our own lives we must get trump and all of his enabling republican thugs like mcconnell out we must vote vote vote if you do not vote now our country may not recover we may lose our,0,biden
2160,2160,trump is not interested in improving the lives of americans he is only interested in winning the election for himself he is a disgrace to the institution of the presidential high office m,0,biden
2161,2161,back together for all us americans but in order for us to make this positive change we must vote this november rd election and make our voices heard stronger than ever before justvote,0,biden
2162,2162,americans have an immense amount of work to do we must do this work by eliminating barriers to voting and embracing proven paths to reducing racism we must also purge money from our electoral system please,0,biden
2163,2163,how ridiculous how puerile trump is when shown through the clear lens of obama s mind and words vote the pathetic conman out ,0,trump
2164,2164,with russia and china funny huh barack obama says benghazi was caused by a video so he could win during an election year who thinks that obama is a fake obama video at the root,0,biden
2165,2165,all of us are stupid well i have a good memory of his years and i will not vote to give him and biden a key to the country so they can become rulers and make us their,0,trump
2166,2166,his decision not being enforced and there are many other reasons i think if you do not win the election with you the responsibility will be removed you will no longer have to struggle with the,0,biden
2167,2167,the fact that trump is n t winning going away is a testament to how dumb america is getting they buy the fake narrative news hook,0,trump
2168,2168,of the main things that trump has never gotten through that shriveled raisin that he calls a brain people vote their hopes not their fears and donald trump does not inspire hope never has never,0,trump
2169,2169,other than henry kissinger its like he is running for president again and if he was he probably would win i did hear something about a meteor sadly you can hear the panic and desperation in his,0,biden
2170,2170,miss this president so much let vote to dump trump america ,0,trump
2171,2171,hour is past he now demonstrates that he is the bitch of the democratic party only a fool would vote for a man who boasts himself a protege of strom thurman the founder the dixicrates the purveyors and,0,biden
2172,2172,this marxist jackwagon is very worried because he knows trump will win and barrys crimes and subversion of this nation will become clear and evident listen to his bs ,0,trump
2173,2173,a whole bunch of folks stayed at home and got lazy did not vote listen to him america please vote trump out of office love from australia,0,biden
2174,2174,that trump trying to cheat again to win the election again with the help of his friend puttin and iran ,0,biden
2175,2175,two country sanctioned by trump for sure they dont want you voting trump,0,trump
2176,2176,not voting because you believe it makes no difference if you do not vote leads to presidents like donald trump ,0,biden
2177,2177,and democrats also want people to vote without showing id this is why we need to vote in person and show id because of russia and china trying to get biden win the election,0,trump
2178,2178,trump for president vote vote vote vote ,0,trump
2179,2179, purpose for future win of dj trump rusia is going to interfere in this election vote by mail ,0,trump
2180,2180,and their large phishing campaign to benefit trump the real story here is director wray s assurance that your vote will count and his secure ,0,biden
2181,2181,just remember guys trump was advised by fauci this time last year and the who that it wouldnt turn into a pandemic trumo had plans arranged for a pandemic and they voted against it,0,unknown
2182,2182,those who didn voted for trump in knew was a thug ,0,biden
2183,2183,of your report this is simply wrong and inaccurate there are no democrat pacs or collectives advocating a vote for trump just as in when many did not admit they would vote for trump now,0,biden
2184,2184,yea okay only those who are brain dead follow serial killer in chief others who care pls vote to save humanity and our democracy ,0,biden
2185,2185,in office because it works i wo n t let anyone undermine america if you are struggling with voting vote for that we are americans we are democracy people die for this shit ,0,biden
2186,2186, s time voter here i was thinking to not vote again i ended up doing the early voting i like a president that never got,0,biden
2187,2187,in a perfect world people who vote to reelect trump should be given scorn and hatred and be treated like garbage ,0,biden
2188,2188,his decision not being enforced and there are many other reasons i think if you do not win the election with you the responsibility will be removed you will no longer have to struggle with the,0,biden
2189,2189,but now trump and his administration pushing it million will have to die smh we got ta vote him out he does not have any empathy for those who died and loved ones ,0,biden
2190,2190,it kills me what did trump originally win with promise that he would take care of the illegal immigrants now forgetting the wall nonsense,0,trump
2191,2191,a vote for trump is a vote for putin ,0,biden
2192,2192,to answer that last question chris i have known since the night trump won the election that we d be here i knew this was where we d be by the end ,0,trump
2193,2193,existed in human history and he is having fun doing it che guevars will rise from his grave to vote for trump trump is leading the american revolution the real revolution the people revolution votetrump,0,biden
2194,2194,the fbi forgot to add that republicans are working overtime suppressing the vote and spreading misinformation trump and his cronies know they cannot win without cheating ,0,biden
2195,2195,his decision not being enforced and there are many other reasons i think if you do not win the election with you the responsibility will be removed you will no longer have to struggle with the,0,biden
2196,2196,trump is a fraud vote trump out,0,biden
2197,2197,his decision not being enforced and there are many other reasons i think if you do not win the election with you the responsibility will be removed you will no longer have to struggle with the,0,biden
2198,2198,president trump winning by a landslide he is fighting for we the people ,0,trump
2199,2199,trump will win big adios to all scammers fake news planpandemic fauci and who ,0,trump
2200,2200,being a president like obama and that s what burns his ass hopefully most americans will be smart and vote loser of office and then the american people can watch trump fight for his life to stay out of,0,biden
2201,2201,please vote trump out love from germany,0,biden
2202,2202,as long as trump wins and keeps the dematard commies from taking over its all good ,0,trump
2203,2203,sorry for your loss now trump tired of the virus but that s all we heard when he supposed to have had it vote trump has got to go vote,0,biden
2204,2204,trump dont even paid his tax those who vote for him something wrong ,0,biden
2205,2205, you must have been sleeping under a rock all the while the choice is so clear go vote the liar out of office trump does not deserve another years ,0,biden
2206,2206,trump must be in on it that s how he won last time,0,biden
2207,2207,doesn matter how much obama campaigns trump still win landslide like in ,0,biden
2208,2208,this means they think trump is going to win and want to convolute everything as much as possible,0,trump
2209,2209,other great leader trump has been a divider and a dictator he a disgrace it time we vote for someone who represents the united states of america not the republican states,0,biden
2210,2210,about a dirty rotten crook and the only reason he s urine what he s doing is because president trump wins knows he s going to be in prison,0,biden
2211,2211,vote trump your freedom depends on it benghazi epstein hunter biden and the list goes on obama and all the dems are thugs who want to keep you poor and keep voting democrat wake up,0,biden
2212,2212,cnn cartoon news network the choice has never been clearer vote donald trump mike pence ,0,trump
2213,2213,lied and cheated on the american people loser and those like him who endanger our democracy and country vote democratic ,0,biden
2214,2214,hillary is way out in front and trump has no way of winning,0,unknown
2215,2215,i voted trump and pence today trump ,0,trump
2216,2216,i know a guy who came from australian to vote for trump,0,trump
2217,2217,you know trump will be tweeting in caps till his fingers hurt vote that clown out,0,trump
2218,2218,why do not yall quit lieing trump really is winning by yall just suck ,0,trump
2219,2219,here we go they already got there russia back up talking point for when trump wins proud boys nobody cares about the proud boys trump ,0,trump
2220,2220,vote trump trump for jail that is lock him and his family up ,0,biden
2221,2221,peaceful protesters riotiors and instigators not social distancing at this moment its all just a game play to win,0,biden
2222,2222,vote trump for jobs not mobs truth not lies,0,trump
2223,2223,trump will win in a landslide ,0,trump
2224,2224,interesting dialog if trump wins after consistently preaching fraud i wonder how the perspective from each side will shift about fraud ,0,biden
2225,2225,im working polls and its all a scam trump will only win because of politics not because of the people ,0,biden
2226,2226,cause trump want them to do that so he can win again like he did when he first came into office get trump out none dis bs happen until trump came into office,0,trump
2227,2227,lol this is so stupid trump will win again so just get over it,0,trump
2228,2228,your a so called reporter turned talking head just report the news with no bias pres trump gets my vote not because his work it s because of the news bias reporting cheers oh how much did,0,trump
2229,2229,other great leader trump has been a divider and a dictator he a disgrace it time we vote for someone who represents the united states of america not the republican states,0,biden
2230,2230,wonder what does it say about americans if trump wins ,0,biden
2231,2231,entitled we would be standing in a strong economy even in the midst of a pandemic white america voted trump in cause they did not want the obvious to be the obvious which is your administration saved our,0,biden
2232,2232,so whenever donald trump win that s interfering i do not get it,0,trump
2233,2233,or didn do during his terms in office this is trumps so called america and he has failed vote people we have to get this man out,0,biden
2234,2234,trump the fake patriot will turn the us military over to the bernie party he then will blame the bernie party a vote for trump in was a vote for liberals,0,biden
2235,2235,vote him out vote him out vote him out vote him out vote him out vote him out vote him out vote trump out ,0,biden
2236,2236,president trump doing very great job democrats want american to die they do not listen to president look president won virus democrats evil,0,biden
2237,2237,what a joke when trump win he going bye bye ,0,biden
2238,2238,i call bs they re already starting with the fraud so they can call question two trump winning,0,trump
2239,2239,those historically incorrect polls do the liberals really think they have the in the key swing state to out vote the new wave of energized trump voters just because they hate trump all and i mean alllll,0,biden
2240,2240,what ever you said i still vote for trump ,0,trump
2241,2241,this min speech has more value than anything leaving trumps mouth during his entire lifetime americans please go and vote ,0,biden
2242,2242,get out and vote for trump,0,trump
2243,2243,get out and vote for trump,0,trump
2244,2244,trump is loosing big time to show his corrupt move on voting interesting it is ,0,trump
2245,2245,get out and vote for trump,0,trump
2246,2246,get out and vote for trump,0,trump
2247,2247,i guess that trump wins again because of russian interference too bad bitches just more years ,0,biden
2248,2248,get out and vote for trump,0,trump
2249,2249,hahaha cnn pretending like our vote really matters presidents are selected not elected trump is there because the elites want him there this is smoke and mirrors nothing more ,0,trump
2250,2250,get out and vote for trump,0,trump
2251,2251, he has called it rigged he has claimed voter fraud he has worked diligently to suppress the vote he said he can not lose and if he does lose it was rigged now thew,0,biden
2252,2252,get out and vote for trump,0,trump
2253,2253,after trump wins watch the collapse of cnn,0,trump
2254,2254,win trump wins watch the collapse of cnn,0,trump
2255,2255,what s keeping him going he warned us about trump before he left office and the country still voted for him why continue to fight if i was him i d be like fuck it ,0,trump
2256,2256,hearing him i feel i am in america not in some rogue nation vote trump and pence out ,0,unknown
2257,2257,and here we go again with the bs election meddling cant wait to see what you do when trump wins again i bet it was the aliens this time,0,biden
2258,2258,win trump wins watch the collapse of cnn,0,trump
2259,2259,give a damn about anyone in maga he makes all of you guys look like fools and lunatics i voted blue top down i done with all of this chaos and lying damn what a liar this man,0,biden
2260,2260,left not about democrats vs republicans it s about america vs trump his insanity and chaos vote country over party ,0,trump
2261,2261,the world is watching the comments even they know trump has to go and they not even american please vote country over party it a blue wave across the usa,0,trump
2262,2262,back to reality dead trump lies we die loser,0,trump
2263,2263,i down ballot for the first time i ve been voting i was eighteen years old because too many risk their lives for us to vote when trump,0,biden
2264,2264,already making excuses once trump wins again by the way idiot cnn i doubt iran would want trump to win and why in the,0,trump
2265,2265,they know trump is going to win so they re already trying to make up a reason to not accept it ,0,biden
2266,2266,trump supporters must be on their last brain cells to even think about voting this failure of a president back into the white house the man is a joke and every country is laughing at us ,0,trump
2267,2267,here we go again they trying to rig the election to help trump win again just like ,0,biden
2268,2268, your sins will find you out and the truth will alwats win you traitor s ,0,biden
2269,2269,clearly the best president the united states has ever had trump was and always will be a joke of epic proportions loser,0,trump
2270,2270,bin but that doesnt count as interference or fraud fuckin hypocrites this is why trump is winning its like the boy who cried wolf but instead its dem cry russia with no evidence ,0,biden
2271,2271,those historically incorrect polls do the liberals really think they have the in the key swing state to out vote the new wave of energized trump voters just because they hate trump all and i mean alllll,0,biden
2272,2272,front door that is our new reality since trump got in office it s time to vote him the hell out ,0,biden
2273,2273,the worst mistake a person can make is voting for trump,0,biden
2274,2274,there are gonna make trump win again here it goes again sheeple,0,biden
2275,2275,so what long as trump wins its all good ,0,trump
2276,2276,a vote for trump is a vote for corona choose wisely my people,0,trump
2277,2277,the whole world watching the voting in us trump is looking for excuse knowing he is losing ,0,trump
2278,2278,this is what a president who is scared trump might win sounds like,0,biden
2279,2279,so they re prepping this after trump wins by landslide ,0,trump
2280,2280,wow what a refreshing and motivated speech that makes anybody feels like its our job to vote trump out of office so are you ready then honk your horns and lets go vote ,0,biden
2281,2281,trump wins,0,trump
2282,2282,trump will win a second term hands down that s a given the key to the future for a free america,0,trump
2283,2283,ohhhh here we gooooo lying fake news when trump wins again they ll say there was collusion they actually said iran was sending out fake emails to,0,biden
2284,2284,imagine those having their loved one s picture in the house goes out on november rd and still vote for trump you do not deserve to live in this planet i do not know who,0,trump
2285,2285, cnn says good to see you jim well yes you could say that since he,0,biden
2286,2286,this all but confirms that trump is winning the election nice try cnn,0,biden
2287,2287,ins and the home that i purchase about years ago is worth k plus from that time never voted in my life but this year i will not only for me but for my family and to,0,biden
2288,2288,cnn is in panic mode trump is winning by a land slide do not drink the cnn coolaid,0,trump
2289,2289,why the trump administration cannot implement electronic voting machines for an easy victory ,0,trump
2290,2290,they know trump is gon na win again so they are trying to create the perfect disaster to claim trump won the election via election interference all over again ,0,biden
2291,2291, stop trump from riggin our votes vote early if possible vote in person vote in your car if they offer it bring friends family,0,unknown
2292,2292,cnn fake news period and they love these two criminals vote trump in ,0,biden
2293,2293,move to canada and more people will lose more jobs usa reputation is basically down to nothing please vote joe can you believe a third world country could handle the virus way better than usa usa,0,biden
2294,2294,i from and i hope for the sake of the world saner minds prevail and you americans vote for decency over indecency trump is a conman and a disgrace to everything american ,0,biden
2295,2295,oh i agree but why should i vote hillary won the popular vote in but some office i never heard of before said,0,biden
2296,2296,more fake bullshit they know trumps gonna win,0,trump
2297,2297,of poverty what did he do he was unfit for president for years but people still voted for him because he was brown and there never was one brown person as president before but as,0,biden
2298,2298,bunch of morris they just said do not let anybody sewed your vote do not let nobody tell you how to vote or which way to vote every time somebody says something,0,biden
2299,2299,the only thing that makes me want to vote for trump is his attacking the media ,0,trump
2300,2300,making up this big haox about election interference fraud so they wo n t confirm donald trump as the winner to overthrow his nd term watch and learn how the media and the press make it,0,trump
2301,2301,what a terrible speech and i voted for this idiot who did nothing for this nation yes he helped the economy but spending federal money,0,biden
2302,2302,i am still voting for trump,0,trump
2303,2303,so it s kind of a win win if trump s wins it will be like we are supreme we did not let,0,biden
2304,2304,president and i do not think it matters who wins after all it was not accepted when donald trump won the last time ,0,biden
2305,2305,all talk no deeds all deflections to what is coming against your boy go back to sleep trump will win and you will cry again barak trump ,0,trump
2306,2306,this may be a good speech n all but would not the most logical vote be for trump i mean numbers wise trump has n t burned the us in the last years,0,biden
2307,2307,my fellow american voters we need to end this trump nightmare vote biden come on enough with trump s bs everyday everyday and you all know it ,0,biden
2308,2308, he hates trump so much because he is all that stands between us and communism if you not voting for trump do the better part of the world a great service and don vote at all ,0,biden
2309,2309, it obvious that the gop doesn have a plan and their guy is not doing his job period vote trump out the natural order of our country should do away with the electoral college so many,0,biden
2310,2310,trump is winning no matter trump ,0,trump
2311,2311,racciffe stood there and lied it wasn t to hurt trump but threatening people they better vote for trump ,0,biden
2312,2312,left will rip off this country if he gets elected we got ta save this country let s vote for trump ,0,biden
2313,2313,civil war our voter info s gon na be deleted democrats will show up on election day to vote only to be told they dont exist trump will be reelected n democrats will revolt in the,0,biden
2314,2314,you want a president like this you should have voted sanders now it s senile grandpa vs crazy trump,0,biden
2315,2315,moral is every one in this video that voted for trump all liked him tell it effeceted there health what i mean is they all recognize trump,0,biden
2316,2316,some bs now cuz they know trump is winning,0,trump
2317,2317,i can wait for the compilation of crying liberals to come out after trump wins,0,trump
2318,2318,only morons and the corrupts vote for trump the sleazy,0,biden
2319,2319,here go the democrats with their scapegoat for if trump wins re election,0,trump
2320,2320,this is why trump is going to lose please go out and vote for trump ,0,biden
2321,2321,i ve been right last presidents just by gut feeling not stupid lists not voting for trump this year ,0,biden
2322,2322,soo trump wins presidency and round two russia impeachment or full blown war ,0,biden
2323,2323,did not like cnn or something idk im not too political and i ve only been able to vote for years and i wan na know what i am supposed to be voting for so i,0,biden
2324,2324,is incredible if i did not know what the american people were capable of now i d consider voting for longer term limits for the sake of continuity and stability in international relations but donald demonstrated why,0,biden
2325,2325,one like equals one vote for trump,0,trump
2326,2326,trump low down campaign being dirty again they are always trying to cheat to win this let you know you are not a good president if you got to cheat to win,0,biden
2327,2327,seth meyers says dealing with trump is like playing chess with a pigeon he knocks the pieces over shits on the board then struts away like he won,0,biden
2328,2328,wants to be president to do more damage at the biggest level what a disaster that would be vote trump,0,biden
2329,2329,ny vote for mr turamp we have the victory we already won this man words are meaningless trump more years more years he has been redeemed by the,0,trump
2330,2330, every passing day till elections trump will stoop lower and lower degrade disrespect more blame vote early vote now trump out do not believe in polls like ,0,trump
2331,2331,meanwhile trump just called adam schiff a watermelonhead we ve got a st grader stuck in the wh vote like your lives depend on it because they do ,0,trump
2332,2332,the day y all voted in trump i knew it was the start to the end lets not make the same mistake twice neighbours,0,biden
2333,2333,this is literally the only glimmer of hope that can help vote trump out ,0,biden
2334,2334,that s good reason to vote for trump,0,trump
2335,2335,bullshit down on our heads i have n t had one politician in my lifetime that i actually wanted to vote for he might speak all the pretty words but i ai n t buying one goddamned word of it,0,biden
2336,2336,donald trump will win by slight margin and destroy the rest of the party i can see him not finishing his second term he will step down,0,trump
2337,2337,if anyone votes for trump you must be stupid because he has insulted every group out there you identify with like women,0,biden
2338,2338,lmao at all the trump supporters blowing a fuse in this comment section this speech has given me so much hope for this election get out and vote everyone ,0,biden
2339,2339,elections all the time as well anyone reading this comment please do not fall for this bullshit early voting shows trump on track to win and this is just another smear to discredit american voices cnn will,0,trump
2340,2340,wake up america trump is the worst president ever the republican party is nothing but a bunch of lying cheating good nothing crooks let s bring the united states back to normal vote blue every state ,0,biden
2341,2341,politician or businessman will ever know is something that dictators do to hold on to power time to vote this clown out ,0,biden
2342,2342,the least harmful but he s just as capable of lying and letting us down i am basically voting for who i believe will best uphold democracy and what s left of this wretched country but make,0,biden
2343,2343,and how trump a narcissist idiot egomaniac have made our country worse than a third world country my please please vote fellow americans saving america is up to us now ,0,biden
2344,2344,here we go again same thing as china and russia interfered and trump won because they helped him they better not help this phycopath again or i swear to rome ,0,trump
2345,2345,yikes this panel is so off base and out of touch with regular americans trump is going to win again because americans are sick of politics as usual and political correctness and biased media ,0,biden
2346,2346,how many biden harris votes were found in trash cnn none just trump its fraudulent n when n if he loses he best throw a fit like hillary n do a re do,0,trump
2347,2347,trump wins it again,0,trump
2348,2348,the last thing this country needed yrs ago was another lying ass politician that s why the majority voted in a successful buisness man and trump has proven to be up for the task and he will,0,biden
2349,2349,because he didnt want to spook the stock market can we just put this failed experiment to rest and vote in a serious president instead of continuing to destroy our country with an inexperienced self absorbed bafoon in office,0,biden
2350,2350,a vote for trump is unamerican ,0,trump
2351,2351,place and the real kicker for you and the rest of the democrat party is trump will win another more years and if that happens all democrats should be really worried because he coming,0,trump
2352,2352,i feel like i want to go vote a billion time i am so tire of donald trumps bullshit we have to get this guy out of,0,biden
2353,2353,wait didnt trump win with the electoral vote so why worry about this bullshit when hillary got the most voters looks to me that,0,biden
2354,2354,i never thought i d actually vote between these two jokes but the way the left complains and complains and cries of the atrocities of,0,biden
2355,2355,trump would have been impeached for high treason if it weren t for the republican party selling out democracy get out and vote,0,biden
2356,2356,i hope that trump wins would love to see this biased media crying,0,trump
2357,2357,the fbi are going to investigate this and expose it for being fake like last time with how russia supposedly used russians bots to help trump win the last election,0,biden
2358,2358,they worry about vote because trump is lose,0,biden
2359,2359,laws and change the constitution so that all future generations will be slaves to evil do ur research vote but make sure u know who ur voting for how has trump had yrs to,0,trump
2360,2360,trump wins,0,trump
2361,2361,please my dear american friends please get rid of the nightmare that is trump and vote him out for not only your country but for the rest of the world please ,0,biden
2362,2362,you look sad trump wins by landslide,0,trump
2363,2363,trump is very desperate and the trump proud boys have democrats voter registration and threatening people that they had better vote for trump rearly unverified claims to the contrary should be viewed with a healthy dose of skepticism,0,biden
2364,2364,i guess trump must be winning at this point if fake news is starting this bs early sadly we ll never know because they re lied so much and ruined all sources of info ,0,biden
2365,2365,you guys are afraid because trump will win again lol,0,trump
2366,2366,hey everybody do not believe what they said they try to stop people s from vote because they no trump is telling them to tell americans people s this is bull shit,0,biden
2367,2367,that moment when someone says i can not believe you are voting for trump r i simply reply not just voting for trump i am voting for,0,trump
2368,2368,for trump they supost work for us but they only care for them self i will never ever vote democrats again i voted both time for obama twice but never again i got a mind and,0,trump
2369,2369,after hes complaining trump is doing it they all do it every years fact trump will win because its the right thing to do,0,trump
2370,2370,from europe please vote trump out we need a real strong worldleader someone you can not bribe because of his debts in other countries so vote trump out we count on you ,0,biden
2371,2371,russian bot here just reminding you all to vote for donald trump ,0,trump
2372,2372,they can create counterfeit identification for individuals to vote for trump and they can commit voters fraud on top of what andy and jim are saying ,0,biden
2373,2373,after hearing this story i have decided to vote for trump,0,trump
2374,2374,president trump is going to win by a landslide again he won both the popular vote and the electoral vote in ,0,trump
2375,2375,to use u to reach us like with kanye kim kardashian etc anyone who will help him get votes period,0,biden
2376,2376,they know trump is about to win again so they have to make up something because how could anyone want a president who loves america cnn sucks,0,biden
2377,2377,i wonder how all the people who actually voted for trump in really feel about their decision ,0,biden
2378,2378,voting for trump means that the u s will eventually be run by a dictatorship with the police killing black folks cos they can and cos trump will agree with it ,0,trump
2379,2379,if only we could have such a president just a little like him in office now americas hero vote america vote i voted absentee from berlin germany so you can too europe thinks we are idiots,0,biden
2380,2380,i pray in the name of jesus if trump wins again cnn and all the corrupts democrats are going down like never before cnn out of business,0,trump
2381,2381, all the negative comments clearly the writing on the wall is getting clearer and clearer and the trump fans,0,biden
2382,2382,as a young american who is voting in their first presidential election this year and didn get the chance to fully appreciate what this man did,0,biden
2383,2383,media is working hard to come up with every excuse as to why they re not going to accept trump winning the election,0,biden
2384,2384,when trump wins his nd term he will focus on the pravda media and the coruption in the intel agencies,0,biden
2385,2385,of the world is utterly futile the only way now is to make use of your will america vote this fool out before we do not have an earth to live on antifa,0,biden
2386,2386,lies lies lies all crooked people can make things better only untill they get the vote and then bam guess what there gon na say that they told you maybe and probaley ,0,biden
2387,2387,about clinton just before the election this is all in part to give trump another reason to discredit the voting process and to get the supreme court involved this is bull crap ,0,biden
2388,2388,trump will win ,0,trump
2389,2389,going to be as used to be allready there are manny problems does not matter who s going to win the election they are not going to do good things for us as a poor people but i want,0,biden
2390,2390,down twitter and they shut down instagram because all of you democrats are in cahoots to sway the people vote not for the right reasons but for the reasons that benefits you guys wait till election day and when they,0,biden
2391,2391,down twitter and they shut down instagram because all of you democrats are in cahoots to sway the people vote not for the right reasons but for the reasons that benefits you guys wait till election day and when they,0,biden
2392,2392,ones that interfered in this election and are so corrupt remember puttin called me personally and told me to vote for trump and he send me cases of vodka and a hooker unless he called you its,0,biden
2393,2393,republicans totally failed to stand up to trump democrats stand up to trump in so many good fights why is people still voting republicans over democrats ,0,biden
2394,2394,he gave years ago its time for real change this man does not care about us vote trump ,0,trump
2395,2395,yes they were threatening people to vote for trump,0,trump
2396,2396,value freedom want safety and border security for ur community and want ur religious freedom ur churches be opened vote trump ,0,trump
2397,2397,and did so much for the middle class after years of his presidency many of them run to vote for a man who they didn know and was not a politician just asking ,0,biden
2398,2398, he does not care the bone spur cadet draft dodger who can shoot someone and not loose one vote according to his own words takes americans for ignorant fools vote him out,0,biden
2399,2399,a conspiracy theory the way this government and the gop have been trying everything in the book to suppress voting and not listening to the security people over the election it makes you wonder why and trump the idiot,0,trump
2400,2400,down twitter and they shut down instagram because all of you democrats are in cahoots to sway the people vote not for the right reasons but for the reasons that benefits you guys wait till election day and when they,0,biden
2401,2401,down twitter and they shut down instagram because all of you democrats are in cahoots to sway the people vote not for the right reasons but for the reasons that benefits you guys wait till election day and when they,0,biden
2402,2402,if middle class would be significantly better off after obama s years trump would have no chance of winning in ,0,biden
2403,2403,wow repeating again i see cannot wait for trump to win again lol,0,biden
2404,2404,trump is very desperate and the trump proud boys have democrats voter registration and threatening people that they had better vote for trump early unverified claims to the contrary should be viewed with a healthy dose of skepticism,0,biden
2405,2405,lmao i took vacation time the first two weeks of november just to see cnn and the snowflakes cry for weeks when trump wins again ,0,biden
2406,2406,trump will take help from the kkk and nazi skeletons if he thought it would help him win and avoid being arrested,0,trump
2407,2407,feet in there were two hundred and thirty million registered voters and one hundred and thirty million americans voted which means one hundred million americans never voted in there were two hundred and fifty million,0,biden
2408,2408,trump has not been a mere nightmare nightmares just vanish these four years have been a real life ordeal of horror we must purge our country of deadly poison vomit trump vote biden ,0,biden
2409,2409,pay taxes and i make little and he takes big its a horrible truth i i will not vote for trump no matter what i have a million reasons and will not forget his ignorance in,0,trump
2410,2410,lol democrates love people that sound good and do nothing trump wins big,0,biden
2411,2411,no one is going to do anything about it his new supreme court will rule him in as the winner after trump claims there is fraud nothing is going to change the outcome ,0,biden
2412,2412,strictly from the point of view of a non us citizen maga is too entertaining for the rest of the world just for the entertainment value trump has to win,0,biden
2413,2413, does trump represent america hell no vote the monster out ,0,trump
2414,2414,the american people who didn vote for trump should receive reparations for the last four years it fricken exhausting and stressful daily ,0,biden
2415,2415,not know donald trump someone told me i heard he was a major tv star should have won an emmy i might have talked to him once do not know him ,0,biden
2416,2416,wo n t have to do the job that they were hired to do so funny trump will definitely win bigger than last time fake polls and terrorist attacks do not scare us can not wait to,0,biden
2417,2417,crazy cumo trump win this november i bet you no bs,0,trump
2418,2418,trump is gonna win again because his competition is as dumb as a door know period ,0,biden
2419,2419,i am glad that trump will win anyway,0,trump
2420,2420,a hell of a lot better under trump and i was a nevertrumper last election but i voted for trump today trump ,0,trump
2421,2421,course trump buddies are looking to cheat again because that is the only way he can win the election it all over again corrupt republican reboot that why they don care about human lives,0,trump
2422,2422,for new politics and its time for the common man to enact a system in their favor america voted for trump partly to see a comparison against obama i think that experiment ends this season but,0,biden
2423,2423,bigger liar than trump and it didn matter if they are cheating you still have to get out there and vote percent is the best turn out ever all the democrats have to to do is get ,0,biden
2424,2424,thirty thousand feet rin there were two hundred and thirty million registered voters and one hundred and thirty million americans voted which means one hundred million americans never voted in there were two hundred and fifty million,0,biden
2425,2425,all took you for granted now is our chance to emend this mistake we will vote trump out ,0,biden
2426,2426,of self if if if if we give him permission people understand that much wake up people dont vote for trump because its all about him and his idiotic ways,0,biden
2427,2427,all you want it wo n t make a difference to me because i care life and i am going to vote for a pro life president ,0,biden
2428,2428,chris you are beyond hope you actually think people care about you and your far left views hahaha thank you uce cube for speaking the truth trump will win by a landslide ,0,trump
2429,2429,here we go again dems panicking making sure trump do not win i am not believing these clowns they pulled the russian investigation shit and tried to,0,trump
2430,2430,i go vote trump tomorrow ,0,biden
2431,2431,bullshit this is just setting the stage just in case trump wins again so they have something to investigate ,0,biden
2432,2432,is twitter facebook were exposed recently during whole trump aadministration there were zero new wars abroad vote for trump wake up americans do your research do not judge trump for his character only ,0,trump
2433,2433,you just watch donald trump is going to win the election november election,0,trump
