,docs,topics,target
3213,class families are doing poorly nope middle class family right here we just fine and happy to vote for trump again ,0,trump
3214,look into their history to help the middle class or the poor i will state any person that votes for any repubicans is stupid you are cutting your on throat but to save america demoracts,0,biden
3215,you guys are nuts you will be lucky to win the white house i think you need to get used to trump winning the white house again ,0,biden
3216,remember the in had hillary winning by a landslide trump will win get the tissues ready snowflakes ,0,trump
3217,and trump secret supporters he has secret supporters that if you ask them publicly they ll never admit to voting for home but when alone in the voting booth they ll always select him ,0,trump
3218,honestly i just want people to vote it does not matter if you vote trump i just want more people to be involved and,0,trump
3219,im and undecided voter and im voting for trump,0,trump
3220,know what they say in this line people state you in you can put it up and see how they vote but yet maybe voters and people go red on them and do the stuff that they know it s,0,biden
3221,die if trump and his herd mentality approach to the corona virus continues for more years vote like your life depends on it because it very well may biden harris ,0,trump
3222,watch this completely for real news coming to characterit is voting between trump patriotism america first american lover economist anti fraudulent media establish strong law,0,biden
3223,watch this completely for real news coming to characterit is voting between trump patriotism america first american lover economist anti fraudulent media establish strong law,0,biden
3224,of that man s mouth had any interest in the nation and nothing clear at all i know who s voting for him the one in the same category as him and for the rest of the country it s,0,biden
3225,remember when you thought that voting for trump was a smart move,0,trump
3226,i am a lifetime democratic voter who wishes he had someone to vote for i am not a fan of trump but am sick of all the lies about him ,0,biden
3227,trump will win again,0,trump
3228,cnn vote for trump nd periode,0,trump
3229,is not owned by americans are taking the country this way and the only way to stop it is to vote them all out ,0,biden
3230, the republicans will accept the deaths from a white president like donald trump but they wo n t accept,0,biden
3231,can see that what makes the usa weaker i can xb t believe trumps have almost half of the country voting for him and have some people like thousands of people who can xb t vote what is that all about,0,biden
3232,the very issue he was impeached over what a total fool i believe if this pig slop trump wins this time he is the antichrist and this is the end of days now how s that,0,trump
3233,vote trump out,0,biden
3234,why does trump keep talking about democratic and republican states we are americans trump is a crook and racist he has to go vote trump out,0,biden
3235,from the day that donald trump got voted in his disgusting language with senators women and children in the working class is overwhelming disgusting last,0,biden
3236,light till the real time indictment of its sponsors in the final tump admin full of bias trump still wins the presidency ,0,biden
3237,the bar is set so low thst people think trump won because xa he said the same things again with a lower voice and less interruption he does not have,0,biden
3238,omg cnn is such fake news this was not unbiased the national polls have trump winning to cant wait to see the liberal democrat medias reaction at the crushing defeat biden is going,0,trump
3239,if they do not know by now their voting for trump,0,trump
3240,like the first both democrats and republicans have already made up their minds on whether or not they will vote or not come election day ,0,biden
3241,i took me one time to vote for trump and not long to find out he is a con man can not believe any thing he,0,trump
3242,to his lies and i hope this nightmare called trump is over in a few days go people vote him out ,0,trump
3243,vote trump and then practice your goose stepping ,0,trump
3244,anyone who would still vote for trump after everything he has done how many are dead dying from covid is,0,biden
3245,ill focus on working hard for the family i love whoever wins wins i feel like a winner every time i wake up ,0,biden
3246,hoping for is beyond this point is a head scratcher but perhaps they like to wait to the end and vote on election day ,0,biden
3247,god forbid trump have policy to run on instead of just attacking with lies he thinks he only can win by mudslinging,0,trump
3248,hearing from american voters and their reasoning for voting for certain people is just infuriating america elections have worldwide consequences and the fact that americans are so,0,biden
3249,i hate the way media has made trump seem like hitler and make no good decisions i recently realised that trump has to win for the better of the country,0,biden
3250,false prediction trump will win,0,trump
3251,trump followers and and the people that might vote for him do not watch this fact checking because cnn has critisized trump from his first day,0,biden
3252,just wait the blackmail plan trump has after he has lost the election election win is not the whole of it he will seek to bring the country to abyss with him ,0,trump
3253,no matter cnn said my vote is for trump oh yeahhhhhhhh no doubt,0,trump
3254,trump is such a lying ignorant fool i don understand how anyone with brains could possibly vote for this moron ,0,unknown
3255, so it depends on us how we trust those leader if we like lier leader then we vote him simple is that if we are lier then we like lier leader i am not,0,biden
3256, couldn you just feel his concern for those parent less border children trump is a disgrace to humanity vote him out ,0,biden
3257,of a fact check anyone who believes these goons need to go and see a quack trump will win on a masssive scale and the lefty will be in tears once again but the riots what the,0,trump
3258,americans just wanted to stop by and briefly remind all of you after the debates to get out and vote in person it is going to take every single american going out to vote in person to counteract,0,biden
3259, the guy is so obviously going to vote for trump the way he deflects abt the topic and not really condemning what trump stands for says it all ,0,trump
3260,after seeing this debate i think i leaning towards voting for donald trump biden tax increase on middle class people just can happen with the way covid affected,0,biden
3261,i surprised by the amount of educated people who haven been indoctrinated by the left wing liberal msm vote trump ,0,trump
3262, so it depends on us how we trust those leader if we like lier leader then we vote him simple is that if we are lier then we like lier leader i am not,0,biden
3263, one last desperate act to keep the foreign money flowing into their bank account he knows if trump wins he s likely going to face the gallows treason is still a crime with the death penalty on,0,trump
3264, smh is it me or are the republicans really democrates now oh well whatever trump gets my vote as he did years ago i am a democrate and im voting trump for president ,0,trump
3265,he would have for americans the first time he was elected into office he said himself soon as we win we will have a beautiful healthcare plan and they are going to get rid of obamacare and leave,0,biden
3266,work with hillary and it wo t work now me and my very large family and their children are voteing and we are supporting trump ,0,biden
3267,those that still vote for trump surely want further corruption and a massive liar look at his history and how much he,0,trump
3268,his mouth without lying he has lied his entire life it impossible for him not to lie vote the mass murderer out and all his republican enablers in the senate to save your life and democracy,0,biden
3269,yeah coronavirus is nasty shit why didn trump do more seriously how can theses people not have made up their minds how could anyone vote for trump he a criminal,0,trump
3270,you know jake voted for trump,0,trump
3271,just because you vote trump does not mean you are evil youre probably just a conservative same for democrats they,0,trump
3272,last night mr tapper stated that anybody anybody that votes for trump is incapable of human compassion that is just not true generalizations are not right ,0,biden
3273,for the necessity of a country all he does it s an insult from the beginning that he got voted in with senators military vets woman and children offensively even the children treat them without respect,0,biden
3274,opinion democrat activists are not and do cnn not realize this kind of childish biased display actually makes undecided people vote for trump i starting to think cnn are actually pro trump and conducting a very clever subversive persuasion,0,trump
3275,of any deal between the house and the toxic trump administration the only relief is going to come after voting the traitor n thief and republican bums out of office ,0,trump
3276,i do not vote trump because i am wholeheartedly republican wholeheartedly trump i vote trump because the democrats and biden do not see eye to eye with me ,0,biden
3277,donald trump and his republican cult have corrupted the american government turning judges into yes men and lying to americans to push a selfish agenda for the rich vote them out ,0,biden
3278,after years of trump presidencie and you do not know if you vote for him or not you must be a dumb and your right to vote must be taken from you ,0,trump
3279,donald trump vote for you president years,0,trump
3280, democrats have been caught in so many lies they wo n t keep any promises they will lie to win ,0,biden
3281,vote trump outvote for america bleu,0,biden
3282,be total bullshit propaganda so i went straight to comments to let you morons know that trump is going to win by a landslide again all this winning is killing me ,0,biden
3283,dear americans please think well before voting because who you guys vote to power will affect the whole world trump has fooled around enough,0,trump
3284,got ta love that the twenty something year old man is basing his vote on what other people do with their bodies i wonder what trump would have to do,0,biden
3285,i am voting trump and so is all your moms and dad s and grandma s and sisters and brothers cousins they just do not announce it in fear of all your screeching ,0,trump
3286,and they would do nothing about it the democratic mayors wanted us to suffer i will never in my life vote democrat again i am a combat veteran defund law enforcement ludicrous sanctuary cities ludacris not protecting the borders ludacris,0,biden
3287,me i waited until i read all the books especially cliff sims book and dark towers i voted democrat all the way down the line i never like trump and i did not vote for him,0,biden
3288,also did a great job sticking up to donald and revealing him for what he really is let s vote people ,0,biden
3289,i have never liked trump he is a cheater and will always be a cheater trump lies about everything make sure you know who you are voting for ,0,biden
3290,vote like your life depends on it vote for democracy and vote against trump,0,biden
3291,some courageous humble superstar of a potus we all knew what trump was like when he was voted into office so the truly ignorant people are those who expected him to all of a sudden become,0,biden
3292, million votes million americans did not vote at all that plus other factors allow trump to win as president the only way we can have some hope of repairing the economy is by controlling the,0,biden
3293,donald trump needs to resign or give up the presidency of the united states of america the guy is a total mess something is really wrong please lets loser for god sake ,0,biden
3294,trump will win re election it hard to beat a president running for a second term,0,trump
3295,trump will win re election it hard to beat a president running for a second term,0,trump
3296,trump will win re election it hard to beat a president running for a second term,0,trump
3297,trump will win re election it hard to beat a president running for a second term,0,trump
3298,trump will win re election it hard to beat a president running for a second term,0,trump
3299,why powell is not the president because america voted for trump so what is he talking about,0,trump
3300,vote trump out,0,biden
3301,vote trump out,0,biden
3302,vote trump out,0,biden
3303,sees that trump is n t doing anything right or you re a die hard trump cultist and you ll vote for him anyway ,0,trump
3304,trump should have never been voted in who voted for him seriously,0,biden
3305,i here to tell you that trump won this by a landslide don listen to cnn rubbish cnn how about you dive into how,0,trump
3306,we have to vote trump out think about the future he is pushing his daughter to run for president if,0,biden
3307,every other nation and dealt with it with the held and hard work of americans everywhere time to vote is now and your vote will influence what happens in usa as well as across the world all,0,biden
3308,anyone who comes to anything promotes like these undecided voters are obviously democrats if you you believe in our constitution our country and our freedom vote trump ,0,trump
3309,every other nation and dealt with it with the held and hard work of americans everywhere time to vote is now and your vote will influence what happens in usa as well as across the world all,0,biden
3310,nation on man and dealt with it with the held and hard work of americans everywhere time to vote is now and your vote will influence what happens in usa as well as across the world all,0,biden
3311,every other nation and dealt with it with the held and hard work of americans everywhere time to vote is now and your vote will influence what happens in usa as well as across the world all,0,biden
3312,pay there rent because trump wants to give them money now and the democrats dont until they see if the win the election and then want to shut down again which will put the people even more in debt,0,trump
3313, do not believe a word my uncle says he is a very dangerous and cruel man vote mindfully and early ,0,biden
3314,cnn is such a joke let s pick joe fans and say there undecided voters in hopes that people watching will vote democrat because they own us and we hate trump lul,0,biden
3315, with nothing now he is a multi multi multimillionaire how you morons keep voting of these scumbags that do nothing for anyone and they laugh all the way to the bank the,0,biden
3316,commitment of marriage having kids having in laws why is it so hard people who did not vote for trump survived the last years rough as it was come on man chit or,0,biden
3317,i voted for obama both times but i voting for trump in ,0,trump
3318,popular vote your vote in the president and since it doesn show that we are not in control of who wins the election i wish the world would wake up ,0,biden
3319,watch this completely for real news coming to characterit is voting between trump patriotism america first american lover economist anti fraudulent media establish strong law,0,biden
3320,watch this completely for real news coming to characterit is voting between trump patriotism america first american lover economist anti fraudulent media establish strong law,0,biden
3321,did trump not say in the run up to we should vote for him as he could close the very loopholes in tax that he s now taking advantage of ,0,trump
3322,would be a lie to write cnn you have finally made it clear for me about who i should vote for and that is all thank to you trump ,0,trump
3323,would be a lie to write cnn you have finally made it clear for me about who i should vote for and that is all thank to you trump ,0,trump
3324,i think we just witnessed wolf deciding to vote for trump,0,trump
3325,president donald trump the republican will win the election that for sure ,0,trump
3326,trump won easily,0,trump
3327,just tell how much they ll i usually when their mouths are moving you can tell it s time to vote again and put him back in office for four more years and if no one goes to jail then,0,biden
3328,trump will win ,0,trump
3329,not only did trump win by he just showed how ignorant the left is allow me to educate the term cyote,0,biden
3330,trump wants to be a king vote and stop him america ,0,biden
3331,and another win for peace in the middle east and trump that cnn won t cover lol,0,trump
3332,vote the clown out and lock him up make trump pay his taxes ,0,trump
3333,ugh the moron basing his vote on whether women s autonomy rights get rolled back single issue voters are why trump continues to be enabled he s using you ,0,trump
3334,judge someone s iq his iq is nonexistent at the least what an extreme liar vote biden our way of life as americans depends on it kathlyn,0,biden
3335,trump won ,0,trump
3336,you are familiar with plagiarism this should work just fine for you save your soul vote republican ,0,biden
3337,sarcastic besides is it even appropriate to joke about something like a pandemic how can anyone even consider voting for him in the great strong words of d trump i guess i should n t say this,0,biden
3338,state level they could weaken the electoral college to the point to make it irrelevant you see electoral votes form states now are sent to whomever wins the majority of the individual vote if they can pass,0,biden
3339,look at all the trump cultists and russian trolls voting this down shameful that so many people believe every word from a conman but have no interest in truth facts and evidence ,0,trump
3340,your not involved or do not care everybody has their own reasons and a lot of people voted trump in all because you can not understand does not mean you should spread hate to them and,0,biden
3341,trump wants to be a king vote and stop him america ,0,biden
3342,oh man the sky screamers are really going to lose it when trump wins again be lots of burning looting and murder once again but we might just put,0,trump
3343,who else thinks trump won this,0,trump
3344,a vote for trump is a vote for trump virus i ca n t i hate it here i want,0,biden
3345,media silence comes with a price i now know who i am voting for trump ,0,trump
3346,i cannot wait for donald j trump to win in a few weeks time it will be glorious america first is inevitable it s unstoppable ,0,biden
3347,i have to be honest trump won big last night,0,trump
3348,c mon man i am voting trump q q the best is yet to come ,0,biden
3349,those last three voters are voting for trump they just embarrassed to say they are and who could blame them ,0,biden
3350,any deal between the house and the toxic trump administration appears the only relief is going to come after voting the traitor n thief and republican bums out of office ,0,trump
3351,trump will win and you will cry ,0,trump
3352,i believe many voted trump because they got sick and tired of career politicians lying to them before an election and than do,0,biden
3353,is a liar he lies all the time at this point what good would come out of voting for him can not believe what comes out of his mouth ,0,biden
3354,trump knew trump lied americans died go vote ,0,biden
3355,the reporter talking about the next debate season if trump wins there wo n t be an america to vote in in more years we will loose our democracy the checks and balances have already,0,trump
3356, either way you look at it its been a very long time please name the accomplishments otherwise vote for trump who has countless accomplishments in less than years ,0,biden
3357,rebuild america support the world to become a better place vote trump out he has just made the world worse off ,0,biden
3358,around the world in tatters but i do believe in the american people you guys can do it vote that idiot out loser and make it a landslide victory for joe biden and the democratic party so we,0,biden
3359,i have doubt about the agreement between the three arab countries with isreal it is systematic interference to help president trump to win the american ellection ,0,trump
3360,they came from since now they are telling their people who still live in projects and on welfare to vote for keeping them rich verses getting our people to stop dying from covid and their people out of slums,0,biden
3361,show he s such a great guy to hang out with and that seems to be enough for people to vote for these people shiny object syndrome ,0,biden
3362,come on cnn you are so far ridiculously left you will never win american hearts back like you think trump is far from perfect and plenty of faults to report but,0,trump
3363,hahaha cnn nobody trusts you a newsmax poll that bans your ip after you vote had k votes and of them said trump won we know how you operate nice group of shills,0,trump
3364,trump wins and all these communists cry i love liberal tears that why i am taking people to vote on election day can wait till the rest of the red wave hits they let the dems,0,biden
3365,trump will win in a landslide the china news network are so corrupt cnn are the ones that encourage violence,0,trump
3366,why is it so toxic to vote or support the opposite party we all have the right to vote or support for who ever we,0,biden
3367,trump is the gooaaatttt he gonna win,0,trump
3368,trump is winning agaisnt a sytem that s against him prove me wrong ,0,trump
3369,think about us the people at all he cares how cool he seems making deals vote straight blue ,0,biden
3370,i am voting for the guy that talks in complete sentences also i am voting for the guy when,0,biden
3371,polls show of americans agree trump won this one thats a hella lot of democrats ,0,biden
3372,only negative votes from the few trump voters left ,0,biden
3373, stop the globalist sell out of america america first in all things stop the endless wars vote the republicans into office trumps republican party is the answer ,0,biden
3374,trump is a liar full stop he is a fraud the man is total corruption how ever can anyone trust this vile liar trump a vote for trump is disaster for america,0,trump
3375,trump over promise and under deliver when you re famous they let you do it vote djt out ,0,biden
3376,cnn is fake news when trump wins in november will be watching the fake news fake reporters crying,0,trump
3377,just remember that there is alot of people going to vote in person on november rd so trump will make a come back there will be a red wave,0,biden
3378,cnn fake news already voted for trump,0,trump
3379,to the power that be keep offering the voters of this nation totally corrupt people to vote for and to choice one over the other is insanity democracy always gives both parties,0,biden
3380,that a win for trump,0,trump
3381,to know something so great about this country even though yourself and many other democrats like you are voting against our great nation our way of live and our futures americans will still accept you,0,biden
3382,to know something so great about this country even though yourself and many other democrats like you are voting against our great nation our way of live and our futures americans will still accept you,0,biden
3383,to know something so great about this country even though yourself and many other democrats like you are voting against our great nation our way of live and our futures americans will still accept you,0,biden
3384,to know something so great about this country even though yourself and many other democrats like you are voting against our great nation our way of live and our futures americans will still accept you,0,biden
3385,trump is going to win by a landslide thanks to this angry old man trump ,0,trump
3386,it amazing how trump supporters stoop to new lows everyday to keep voting for this clown,0,biden
3387,dark n i am so sori but god will expose the evil of the democrats n tats y trump will win again just watch ,0,trump
3388,the lies come pouring out bottom line here is trump despite our nervousness and our reluctance in voting for him has turn out to be one of the finest presidents in the history of this country,0,biden
3389,trump will win by a landslide the end ,0,trump
3390,winning trump ,0,trump
3391,into a category that trump will put them in hey good luck people just don r vote then ,0,trump
3392,all these undecided voters are just too lazy to got get in the long lines and vote n i still having hard time understanding how anyone can still consider voting for trump,0,biden
3393,and watch trump will win north carolina,0,trump
3394,you know why he wants to work with trump because trump will win again,0,trump
3395,clearly the only real candidate is president trump he obviously won by a landslide trump ,0,trump
3396,if trump gets voted in again i will loose all respect to americans ,0,biden
3397,i hope trump wins just to watch the media cry again loltrump ,0,trump
3398,who guys were years in the white house you messed up all economic and left i will still vote for trump,0,biden
3399,if not then be a democrat or a libertarian or independent or even green just remember when you vote the winner can place big burdens on your life as this administration has or the winner can enhance your life with,0,biden
3400,much cnn too much fox news i guess i fall into that one percent of people that still has not voted and is willing to listen to everything and make my own opinion i could talk about donald trump,0,biden
3401,if you vote for trump again i will never again respect you as a nation ,0,biden
3402,whoever votes for trump is very very very obviously a liar themselves sorry but you don vote for a slanderer ,0,biden
3403,you guys vote trump back in again just realise that your country will be the antagonists of world war the rest of us will be against you ,0,biden
3404,so many people stated that they voted for trump last time for the sake of the economy how many do you suppose might,0,biden
3405,trump wins again,0,trump
3406,trump is gonna win again cnn is fake news ,0,trump
3407,are over i can wait until november rd is here and behind us and i praying everyone that can vote will vote and the exhaustion of this election will be worth it,0,biden
3408,i am vote for trump now ,0,trump
3409,trump is right he is the greatest and the biggest liar in history the most fantastic liar the world has ever seen vote the bum out nov rd ,0,biden
3410,make money the news media thinks you re an idiot their business is to scare you vote anti establishment vote term limits vote in person tim pool kyle kulinski saagar enjeti,0,biden
3411,trump has to win,0,trump
3412,the guy who said if the house elects their scotus he ll vote democrat sums up the entire republican party they could n t care less about trump or this country ,0,biden
3413,hold my word trump currently win,0,trump
3414, that is all the democrats have been doing since instead of upping their own game in order to win more dem voters and re engage with a whole section of the population they wrote off as some kind of,0,biden
3415,can not wait to watch cnn fredo will be jumping of tappan zee when trump wins another four years poor lemonhead will explode and tapper will tear his nose off and liberals,0,trump
3416,to do nothing about it cuz you have your own agenda not for americans and we wo n t vote you win again and i did not last time anyways,0,biden
3417,your mind and you and your brother are payed for by the left evil cult chris evil never wins in the end and trump is the best president ever you can see and hear the evil in,0,biden
3418,the only reason trump wants to win the election is so he does not go to jail ,0,biden
3419,those hands motions if your gon na clap just clap already and i know i am not gon na win no beauty contest but whoever did donald trump s makeup he still looks ugly because his face does not,0,biden
3420,point is irrelevant trump is grasping at straws he lost the popular vote in and only won the presidency because the electorate went against the very people that gave them their power sorry but true,0,biden
3421,to develop so successful with trump in office everyone needs to get there head out of there ass and vote for the man who change america for each and one of us obama is a scam lol,0,biden
3422,fake news cnn bad night for you all trump won land slide,0,trump
3423,failure he lied and played it down it s a hoax it will go away etc vote him away the liar tweets tonight ,0,biden
3424,attacks on trump and talk about what the hell he wants to do other than be president they are trying to win voters on hate for trump not what they are gping to contribute this is already proof they are,0,biden
3425,trump won hands down,0,trump
3426,give me a dam break vote for change trump have not done no work in years being impeach lie about his tax lied about,0,trump
3427,months off and stop working on the pandemic i can see the administration saying them they didn vote for us so they can die and when there is a vaccine given the administrations level of,0,biden
3428,why even fight for this bullshit guy is already old and served years as vp if trump wins again so what this country is still falling apart but we have checks and balances go,0,biden
3429,for president every idiot on both sides tells trump that he s doing it wrong but he won the election in spite of their warnings obviously trump knows something they do n t you know why,0,biden
3430, it is going away we are rounding the turn we are rounding the corner means if you vote trump out and let the penitentiary system take care of him your situation will improve ,0,biden
3431,azar learn to walk the walk not just talk the talk azar you are such a hyoocrite vote all the corrupt gop trump and his family out in november,0,trump
3432,a vote for donald trump is a vote for the devil himself ,0,trump
3433,trump talks like the child he is loser,0,biden
3434,i do not like cnn you are crazy president trump won this debate you are not providing the public with fair reporting,0,biden
3435,is tweeting or on social media he cares about the same policies that i care for therefore i voting republican not for the person representing those policies i don care who it is please don vote,0,biden
3436,is tweeting or on social media he cares about the same policies that i care for therefore i voting republican not for the person representing those policies i don care who it is please don vote,0,biden
3437,is tweeting or on social media he cares about the same policies that i care for therefore i voting republican not for the person representing those policies i don care who it is please don vote,0,biden
3438,well do criticize envy jealous to president trump but the american people they love president trump make america great again vote president trump greatest leader in america god bless each of us if we have think positive be positive beautiful,0,trump
3439,trump does not answer the final question of what he would say to people who did not vote for him how can anyone work with this clown ,0,biden
3440,like richard nixon donald trump and his enabling republicans are a bunch of opportunistic crooks because there s always something in it for them vote them out ,0,trump
3441,if you vote for trump you have problems,0,biden
3442,netanyahu did right he doesn know for sure who win the election god you naive actually stupid don be stupid trump got his point across ,0,trump
3443,trump stinks of desperation he s at the point where he ll do anything he needs to now to convince people to vote for him ,0,trump
3444,trump chumps are ignorant and un american but dedicated they will vote a poll says of democrats plan to vote by mail only of republicans,0,biden
3445,trump clearly he won ,0,trump
3446,cnn to me trump is good for america i voted blue all my life but now i need someone strong and can stand up against xi ping s,0,biden
3447,last or yrs and that nobody knew about it but somehow trump has become an expert on the voting system when he s always voted by mail lmao wtf ,0,trump
3448,adminisration focuses on this political crap to make trump look good in a election year hell no vote him out vote him out vote him out ,0,trump
3449,very successful now we are sure the people of the usa will vote trump out lack of dignity and lack of leadership ,0,biden
3450,trump is a really disgusting human being he has no morals or empathy for anyone america please show respect for others and yourself and do not vote for this horrible man ,0,trump
3451,plain tired of all his man child behaviour vote him out vote him out he takes credit for all of this when he only got one part,0,biden
3452,everything with trump is transactional middle east peace for votes and recognition taking credit for kuschner work ignoring the palestinians ,0,trump
3453,president trump will win get ready to make america great again ,0,trump
3454,to be honest just vote trump to keep america safe i am from australia but still see these foolish people saying trump is bad do your research ,0,biden
3455,do not believe this president and administration s boldface lies so glad he has lost re election keep voting sane people crazy trump cult followers do not forget to vote november th ,0,trump
3456,i voting for trump just to piss off cnn,0,trump
3457, trump where is your domestic policy plans where is your infrastructure education healthcare trade,0,biden
3458,i do not particularly like president trump and i am one of those undecided voters i will vote next week one thing i very much dislike is that so much of the mainline media like cnn,0,biden
3459,wow did that man think it was fraud for years then how did trump won years ago he very dumb ,0,biden
3460,in the trump regime and another embarrassing moment from the white house why couldn he just take this win with gratitude and humility rhetorical question of course ,0,trump
3461,there is absolutely no reason why you should be allowed to vote for him i like this i like trump because he is pro life hahaha whhhaaaaatt he is,0,trump
3462,we do not care about sudan or israel this is the time for voting in the us and getting trump out,0,biden
3463,them people care about american citizens just there selves i hope the poles are right and trump gets dumped nov vote,0,trump
3464,you are making it so much easier for the undecided to vote for trump with the narrative you continue to push for the last years it hasn worked ,0,biden
3465,deaths and infections are trumps fault vote him out ,0,biden
3466,my ass your basically controlling other people fates by doing this the fuck stop being selfish americans don vote for people for your own selfish needs vote for a person who does it for the good of,0,biden
3467,we have intelligent level headed patriots like the admiral and americans voted in donald trump what does that say about the political process in america and its citizenry both needs a serious overhaul ,0,biden
3468, it is going away we are rounding the turn and the corner means if you vote trump out and let the penitentiary system take care of him your situation will improve ,0,biden
3469,literally the entire country thought trump won according the search engine algorithms ,0,biden
3470,you in opposition corporations are not citizens repeal citizens united and get out of politics vote ,0,biden
3471,anything anywhere at anytimehell all one has to do for facts is watch all the house and senate voting sessions as they are always televisedanyone can see who proposed what billswho blocked what billswho voted yes who,0,biden
3472,god trump is such an ass please help vote him out ,0,trump
3473,i cannot stand the sneering tone trump uses he s such an arrogant jerk i cannot wait to see him loser and held criminally liable ,0,biden
3474,if trump still wins this november despite his lies then there is something awfully wrong with you america ,0,biden
3475, misogynistic discriminatory and his supporters do not care democrats had better support the boycott for the vote for the new evangelical racist bigoted supreme court justice nominee otherwise you are as bad,0,biden
3476,trump lied and caught lying i am sooo surprised hmmm i wonder who i shall vote for as a hard core republican let s be clear a republican votes republican trump is,0,biden
3477,cnn is just mad trump won this debate big time trump ,0,trump
3478,anyone that supports trump has blood on their hands vote like your life depends on it because it does ,0,biden
3479,no plan except for herd immunity my goodness he wants another nobel peace price nomination vote him out ,0,biden
3480, economic and diplomatic might has been continuously waging wars for the past years and not ever ever won a war against untrained unorganized unequipped and unfunded third world tribal warlords other us,0,biden
3481,up so many lies about biden and especially lie after lie about the coronavirus pandemic trump s still ignoring vote biden by a landslide victory corrupt trump and his corrupt republican enablers and coronavirus co conspirators must go ,0,biden
3482,if trump wins america it s people will die period ,0,trump
3483,are you just like him what is wrong with you why is it that the most ignorant always vote against their own interests what is it about this corrupt incompetent horrible human being that is,0,biden
3484,vote vote vote bring your friends family carry them push them on wheel chairs get this trump what ever he is out,0,trump
3485,trump cult is mostly waiting for voting day ,0,biden
3486,vote trump out he s a con ,0,biden
3487,breaking news donald trump is still a habitual pathological lair vote this bum out november rd make america great again ,0,trump
3488,trump for the win,0,trump
3489,i am very frustrated with this media i am democrat but voting for trump media lies makes me vote for red,0,biden
3490,a vote for donald trump is a vote for the devil himself,0,trump
3491,i only voted for trump because i believe the bible s god s word and if i did not believe that i would never have voted ,0,trump
3492,it why i wo n t watch him on his stupid sally s i can not stand this jerk vote trump out he s a damn con ,0,biden
3493,vote trump out ,0,biden
3494,there is no chance trump can winsep very very sight chance trump can winoct yes trump can win but hill is steepernov trump has wonwhy do i feel like i am watching news i,0,biden
3495,trump has inspired americans who never voted to vote in he account for these people ,0,trump
3496,vote trump pig out or more deaths and sufferings come to the us ,0,biden
3497,these people are definitely do you think the guy that doesn have any explanation as to what his plan is to any of these questions won the debate you are crazy cough cough joe trump ,0,biden
3498,polls are meaningless in usa trump lost popular vote but still became president with a weird electoral system as a result republicans stayed silent while americas they,0,biden
3499,wall we need the american president to look after the people american people to look after people that why we vote vote for them this politicians not like trump trump is corrupt is demagogue is hitler likehe just want to,0,biden
3500,can i vote to send trump to jail for manslaughter ,0,biden
3501,we can rant and rave but we should accept that trump is incapable of change so to preserve our own sanity and integrity just loser ,0,trump
3502, more life could have been saved is he was not president still more people will die unless he is,0,biden
3503,people this is n t going away until trump is arrested and the republicans wake up from the nightmare they voted in to office is gone ,0,biden
3504,the early voting numbers are looking great for trump president trump is on his way to victory ,0,trump
3505, it is going away we are rounding the turn and the corner means if you vote trump out and let the penitentiary system take care of him your situation will improve ,0,biden
3506,and people are surprised trump won last time this is who we live with haters and or stupids ,0,trump
3507,trump isn t going to do anything differentnothinghe s busy herding his followerssad but truewe need to vote them outfrom top to bottomvote them out,0,unknown
3508,that what donald trump is just a noise please vote and save the world,0,biden
3509,the thing is this gop doing nothing to stop this idiot trump the voice of americans is vote if you don vote you will see more idiot like trump to destroy america in future election,0,trump
3510,have brothers and sisters on both sides of the border but this is influencing the relations if you are voting republican out of habit or family tradition this deserves your heartfelt lies get him out of there,0,biden
3511,cnn is fake news the worst media in the history of the world vote trump or sleepy joe will cause a war with north korea and america will be owned by china ,0,trump
3512,the ability to care for them by having a decent paying job in a burgeoning economy and that why they vote for donald trump in the upcoming election miles taylor will bring out a book and sell copies to,0,biden
3513,are trumps base people really so stubid as to vote him back ,0,trump
3514,the info neither helped the maga dummies nor the average voter it killed citizens and trump wants us to vote for him ,0,biden
3515, save your country and do it now because now is the time to do it go vote greets and peace from the netherlands ,0,biden
3516,cnn mad that trumps going to win,0,trump
3517,keep tryin cnn you aren t changing anyone s mind but after trump wins your station is over ,0,biden
3518,or care for any other living being do not expect this leopard to change it s spots just vote blue on nov rd and do as he does do not give him a thought ,0,biden
3519,leadership acted decisively it proves that trump is not a true leader and some americans still want to vote for him how moronic could it be ,0,biden
3520,do we want another yrs of trump being talked about every day all freaking day we get it no one likes trump get over it he is going to win again ,0,trump
3521,offensive to some but he actually keeps his word on things im sick of empty words let s vote for change not another shallow promise,0,biden
3522,not the way we supposed to live our lives we are not always going to to agree and if he win election it will get worse because then he will think he got all the power in his hand jmw,0,biden
3523,i am voting trump and could never be more proud ,0,biden
3524,way pointing out that i am just some self professed hack we cant stop him hes gon na win again ,0,biden
3525,i am voting trump and could never be more proud of that leggo ,0,biden
3526,i am voting trump and could never be more proud of that leggo ,0,biden
3527,i am voting trump and could never be more proud of that leggo ,0,biden
3528,he was looking at his watch to see if it was o clock yet he was leaving again laptop trump will win,0,trump
3529,direct questions about trumps complete lack of human decency id say this alone is why trump needs to be voted out but there are so many other reasons he has to leave office are n t there now,0,biden
3530,trump for the win in ,0,trump
3531,crooked donald vote him out ,0,biden
3532, filing trump told washington post reporters that he counted the first three bankruptcies as just one guys voted for him because he was a business man ya didn care if he was a good or bad businessman,0,biden
